is_Recommended,hours_players,comment
Recommended,346.1,"Posted: March 24, 2022
---{ Graphics }---
☐ You forget what reality is
☑ Beautiful
☐ Good
☐ Decent
☐ Bad
☐ Don‘t look too long at it
☐ MS-DOS

---{ Gameplay }---
☑ Very good
☐ Good
☐ It's just gameplay
☐ Mehh
☐ Watch paint dry instead
☐ Just don't

---{ Audio }---
☐ Eargasm
☑ Very good
☐ Good
☐ Not too bad
☐ Bad
☐ I'm now deaf

---{ Audience }---
☑ Kids
☑ Teens
☑ Adults
☑ Grandma

---{ PC Requirements }---
☑ Check if you can run paint
☐ Potato
☐ Decent
☐ Fast
☐ Rich boi
☐ Ask NASA if they have a spare computer

---{ Difficulty }---
☐ Just press 'W'
☑ Easy
☐ Easy to learn / Hard to master
☐ Significant brain usage
☐ Difficult
☐ Dark Souls

---{ Grind }---
☐ Nothing to grind
☐ Only if u care about leaderboards/ranks
☐ Isn't necessary to progress
☑ Average grind level
☐ Too much grind
☐ You'll need a second life for grinding

---{ Story }---
☐ No Story
☐ Some lore
☐ Average
☐ Good
☐ Lovely
☑ It'll replace your life

---{ Game Time }---
☐ Long enough for a cup of coffee
☐ Short
☐ Average
☐ Long
☑ To infinity and beyond

---{ Price }---
☐ It's free!
☑ Worth the price
☐ If it's on sale
☐ If u have some spare money left
☐ Not recommended
☐ You could also just burn your money

---{ Bugs }---
☐ Never heard of
☑ Minor bugs
☐ Can get annoying
☐ ARK: Survival Evolved
☐ The game itself is a big terrarium for bugs

---{ ? / 10 }---
☐ 1
☐ 2
☐ 3
☐ 4
☐ 5
☐ 6
☐ 7
☐ 8
☐ 9
☑ 10"
Recommended,62.7,"Posted: April 21, 2022
This game has been a great distraction since I lost my ability to walk. Sustained a work injury in January that leaves me permanently bedridden. It's so calming to build a farm and watch it thrive! I love the interactions with all the townfolk, and there's so many cool secrets in this game I can't even begin. Wish my wife could've played this game with me :)"
Recommended,62.3,"Posted: December 21, 2022
Give a man a fish and he will eat for a day. Give solo developer Eric Barone four years and they will make open-ended country-life RPG Stardew Valley."
Recommended,199.2,"Posted: March 15
The closest thing to touching grass i've done"
Recommended,121.2,"Posted: January 27
I farm potat"
Recommended,244.4,"Posted: May 15, 2021
Thank you.
I really hope the developers are able to find this review somehow.

We all have difficult times in our lives.

I started playing Stardew Valley in April 2021, which was not an easy moment in my life. Apart from the COVID pandemic, i was struggling with high anxiety/depression, college was online and the pressure, both from the university and myself, never stopped. It was hard. I cried a lot. But somehow i got through this.
I never played this kind of game before, sort of ""Harvest Moon""-like i guess. But i wanted to try something that i could just... Relax. Enjoy. Take a deep breath and calm my mind. Relieve the tension. Chill.

Stardew Valley, for me, was kind of... a life saver.
I'm still playing it (100h and counting) and the game still do what it did in the beginning: it's an incredibly charming and relaxing game, it's fun and it has likable characters, so far it has been an experience that i am very happy i gave it a shot.
It's one of my favorite indie games ever now. Right beside Bastion, Hollow Knight and Shovel Knight, other favorites of mine.

Stardew Valley calmed me when i needed most. And i will not forget that.
Again:"
Recommended,185.0,"Posted: March 14, 2016
There isn't much to be said that hasn't already been said for this amazing game if you enjoyed the classic harvest moon type games you will absolutely 100% enjoy this. The game play seems fresh and fun even after clocking in over 60 hours, You won't want to quit, “Just 1 more day” then you realize that turned into 5 days and it's 4am and you have to sleep sometime.

This game, takes the old harvest moon concepts and tosses in a bit of Rune factory and a sprinkle of animal crossing leaving you with a sensational experience. Each day brings something fresh, There is over 25 different Npc's to interact with each day and each one brings their own charm and dialogue options depending on if you take the time to build up your friendships.

Your farm can be whatever you make it, You design what it looks like, how it runs, what you plant and what animals you choose to raise. The fishing can be a bit difficult to begin with but very rewarding and relaxing once you get the hang of it. On days you want something a bit different you can hop into the mine and find some rare gems, ores and minerals, Some that you can donate to the game's huge museum or use to upgrade your tools!

I can't praise this game enough, if your on the fence about purchasing this game or you think you should wait for a sale, Don't wait! This game was made by a single developer who deserves every single penny for all the obvious hard work and dedication. So go and farm your butt off!!!!"
Recommended,217.2,"Posted: April 28, 2020
I play this game when I'm sad."
Recommended,922.1,"Posted: February 26, 2021
i have mental illness and the game makes me forget about that for a little while

so yeah, play the game"
Recommended,61.4,"Posted: August 2
DONT GIVE AWAY THE RAINBOW STONE"
Recommended,164.2,"Posted: March 20, 2021
amazing it fix depression"
Recommended,469.5,"Posted: March 30, 2021
If you're looking for a wholesome game that destroys your IRL health bar, look no further. The regularly satisfying hits of dopamine will cause addiction. You'll lose sleep due to the ""Just one more day"" factor. You'll strain your eyes. Your most visited website will change. The existential crisis that will awaken in you for enjoying a pixelated, 2-D world more than your reality will send you down a path of reflection and, in most cases, enlightenment. Probably."
Recommended,328.2,"Posted: January 15, 2021
This game saved me from depression."
Recommended,"2,935.6","Posted: September 23, 2022
it's ok. gets kind of boring after 2500 hours."
Recommended,758.6,"Posted: August 12, 2021
stardew valley cured my depression"
Recommended,"1,059.4","Posted: February 28, 2016
This is a game that I have been looking forward to for at least 2 and a half years. I have wanted to have a game on the PC that had the elements of harvest moon (for the little bit I played of it), Animal crossing (<3) and Rune factory. I was super excited when I was approached by Leth (publishing manager at Chucklefish) at the beginning of December to help him and ConcernedApe (developer of the game) with bug testing and QA. 400+ hours later (off steam and on steam), I still love the game.

Farming. The farming is fantastic. It is to me one of the main elements of the game, and it's just a joy. Being able to design your farm any way you want it... yes please. Planning out what to buy every season, where to plant them, on top of the thrill of when you can harvest and reap on the gold... it's so enjoyable and addictive.

Fishing. The fishing is outstanding. From playing WoW and Runescape.. or any game with fishing, the fishing in Stardew Valley is so much fun. At first, the fishing is challenging, but as you progress your skill, you become a pro in no time.

Mining and combat is incredible. Going deeper into the mines can be tough, but if you're prepared with your food and weapon in hand, you can fend off the creatures and get your sweet ore/minerals/gems that you want to bring back to your house and possibly hoard. (Hi, I'm Bexy, and i'm a hoarder.)

Social interactions are great. Being able to become friends with the people in the town, and eventually being able to get into relationships with people and having a family with them.. what's not to like about that? And what's great is that it gives great replayability because you can have different saves with different spouses! The backstory for each of the characters too is so in depth and well thought out, you will be silly if you don't shed a tear maybe once or twice.

The actual main story is well rewarding, and once you ""complete"" it, you can still continue on your adventures and farming life with no problems, hell you might even discover new things afterwards, I sure as hell did!

Yes, I was a tester for the game. Yes, I have played for ridiculous amounts of hours. It may feel like i'm being a bit overzealous with this. However you have to remember, I was a tester. I tested the crap out of every aspect with this game, even though there were massive game breaking bugs, errors, glitches, crashes. I still love this game. I reported many a bug, and ConcernedApe was quick to fix them.

And that's the thing, not only is the game amazing, the developer is too. ConcernedApe works around the clock to make sure that bugs are fixed in quick time in order for us to have an amazing experience with this game. And that's true. The experience that you have with this game IS amazing.

Minutes playing turn into hours. Hours turn into ""oh no it's time to sleep"".
You will forget about time. You will forget about sleep. You will forget that dinner was about 5 hours ago but you couldn't' remember because you were too busy trying to fight off 12 bats that were clobbering you inside the mines while trying to gather that 1 diamond waaaaay in the back.

So yes, I without a shadow of a doubt 150% recommend this game to anyone that wants to ""escape"" for days on end with what I am classifying as my #1 Game of 2016."
