game,score,comment,type
stardew-valley,10,"Oh, what, like you need me to tell you all the multiple reasons to run right out and buy this game? It's good. The world knows it's good. The world has told you all the many reasons why it's good. So run right out and buy this game.",user-reviews
stardew-valley,10,"A game made with love and dedication, one of the best farm games. I would like to have had more variety in musical themes.",user-reviews
stardew-valley,8,"İlk birkaç saatte bu kadar mı diyip, oynamaya devam edince sunduğu içerikle sizin hayatınızı sömüren oyun.",user-reviews
stardew-valley,10,"Eric did such an outstanding work on the game by himself. Though, not everything is perfect, the worst thing that is in this game - the battling system, it just ****. The game also has a lot of bugs (visual and even game-breaking), but still, **** Valley is my second favourite game.",user-reviews
stardew-valley,9,"A really lovely and solid game, perfect for getting lost in. Robust and charming. Lost points for some UX issues but that’s it.",user-reviews
stardew-valley,0,"Actual trash. It's passing out and loosing your gold on your own property that did it in for me. **** these devs and their terrible game. After a year in game the game is pretty much all played out. You can probably get in about eight to twelve hours of game play before year two. The ""game"" isn't worth the price. Or any price.",user-reviews
stardew-valley,10,10/10........................................................................................,user-reviews
stardew-valley,9,[SPOILER ALERT: This review contains spoilers.],user-reviews
stardew-valley,9,"Simple, but very entertaining. It has immense content, great relaxing music, and all around positive vibes and charm. It's a must-buy if you're looking for something relaxing and chill.",user-reviews
stardew-valley,10,"Wonderful soundtrack relaxing gameplay touching stories My absolute go to game on a bad day, I revisit it just to go fishing and listen to the rain. Also a delight with friends. Makes for a good game to introduce someone you love to games as a whole.",user-reviews
stardew-valley,10,"If your life is bad, play this game and isolate yourself from the real world. I've been playing this game for a long time and it made me addicted to it, its fascinating atmosphere is really perfect",user-reviews
stardew-valley,9,c: ........................................................................,user-reviews
stardew-valley,9,"Dieses Spiel ist das Harvest Moon auf das ich lange gewartet habe. Da ich persönlich gern kämpfe, dürfte das Kampf System noch ausgebaut werden. Alles in allem aber einfach nur Top.",user-reviews
stardew-valley,1,[SPOILER ALERT: This review contains spoilers.],user-reviews
stardew-valley,9,====================IIIIIIIIII GAME SCORE : 89 IIIIIIIIII====================,user-reviews
stardew-valley,10,Amazing work Eric! The game just continues to fascinate me after so many years,user-reviews
stardew-valley,9,"Played more than 200 hours on single player, 100+ hours on multiplayer. I think she deserves a 9 out of 10, I liked a lot of things, like the mixed knot, the content in version 1.5, and much more.",user-reviews
stardew-valley,9,"Графика 6/10 Сюжет 7/10 Музыка 9/10 Геймплей 10/10 Это просто спокойная игра, которая расслабляет, в которой нет почти ничего сложного и мудрёного геймплея, от себя добавлю балл за то, что она мне помогла справится со стрессом в моей личной жизни. Это будет так, благодарность Итог: 9/10",user-reviews
stardew-valley,9,"**** Valley When I first bought this game, I expected it to be an unfinished cheap indie title that would **** so bad. The first thing that came to my head was that this game is a cheap copy of Animal Crossing. Well I never played Animal Crossing that much. To be honest, it did not ****. Neither It was aiming to be Animal Crossing. The price I bought it for, seems like I pirated the game, and on top of that, I got addicted to it. The visuals, the soundtrack, gameplay mechanics are simplistic, yet amazing and has a charm to it. It's a great package I'd say. Plus it runs smoothly. That's really all I have to say about this. Definitely a game, everyone should try.",user-reviews
stardew-valley,10,[SPOILER ALERT: This review contains spoilers.],user-reviews
stardew-valley,8,"Good chillout game but, u are only member who is doing something for the village. Could be more Rimworld like game. Repetetive gathering/planting/mining could be earlier than unlocking everything in village.",user-reviews
stardew-valley,7,[SPOILER ALERT: This review contains spoilers.],user-reviews
stardew-valley,10,"In my opinion, this is the best farm game I've seen in my life, since the harvest moon saga was falling into monotony after games that the only thing that differed was a bit in the graphics.",user-reviews
stardew-valley,8,"**** Valley is an amazing game. I was not so interested in fighting mechanics, but it is at a tolerable level. Good is you aren't chased by specific time, but you can play slowly as you want. With new updates it is only getting better and better.",user-reviews
stardew-valley,10,"Simply the best farm simulator, so chill to play and you can do a lot of activies, It also has a very large modding community that adds even more content, it's the best time killer I've ever played.",user-reviews
stardew-valley,10,"I love games of this genre. The game is about the fact that you received a rotten farm from your grandfather that the main character must fix, but the secrets do not remain aside, you must also reveal them. The game is cute and fun.",user-reviews
stardew-valley,10,"Este es uno de los mejores juegos independientes que me he encontrado, tiene mucho contenido, la duración del juego es muy larga, tiene buena banda sonora y el apartado artístico es muy bueno. Teniendo en cuenta que el juego fue creado prácticamente por una sola persona y el resultado, creo que este juego es merecedor de un 10.",user-reviews
stardew-valley,8,"Наиграл в эту игру один час. Понравилось, хоть и быстро надоело. И графика, и геймплей как в симуляторах фермы на кнопочном телефоне из детства.",user-reviews
stardew-valley,10,"**** Valley is a brilliant game if we want to become farmers but difficult simulators are too much. great graphics, relaxing activities that do not just punish you to walk and plant vegetables you can do whatever you want go to the mine or go fishing, build a chicken coop to expand your farm with another building. the game took 125h of my life and I don't regret a single one",user-reviews
